Edad	Vivienda	Genero	Dependiente	Estado_Civil	Cargas	Egresos	Ingresos	Deuda	Dias_Atraso	Consumos_TC	Antiguedad	Score	Numero_TC	Antiguedad_TC	Cupo_TC	Comprometido	Cupo_Promedio
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	103	972	4	91	2362,5	0,19	9450
38	Sin Info	Masculino	Sin Info	Casado	0		525	0	0	10	89	880	3	5	726,7	0,38	0
41	Familiar	Masculino	No	Soltero	0		420	0	0	0	125	967	5	95	2032	0,26	5080
42	Sin Info	Femenino	No	Casado	1		592	0	0	7	52	946	3	45	333,33	0,29	1000
37	Sin Info	Masculino	Sin Info	Casado	0		455	0	0	6	99	969	3	81	1366,67	0,29	4100
44	Sin Info	Masculino	Sin Info	Casado	0		292	0	0	9	104	974	4	96	250	0,03	1000
44	Sin Info	Masculino	No	Soltero	0		264	0	0	9	98	974	7	91	1040	0,31	2426,67
28	Sin Info	Femenino	No	Soltero	0		264	0	0	0	91	956	4	37	1200	0,2	2400
48	Familiar	Masculino	No	Casado	1	200	1500	0	0	1	118	968	4	108	520,33	0,18	2081,3
53	Sin Info	Femenino	Sin Info	Soltero	0			0	0	0	99	971	5	97	420	0,02	2100
41	Sin Info	Femenino	Sin Info	Soltero	0		817	0	0	3	66	974	5	31	220	0,36	1100
40	Familiar	Femenino	Si	Casado	0		292	0	0	2	53	906	1	0	0	0,09	0
28	Familiar	Masculino	No	Soltero	0		500	0	0	0	72	947	3	37	400	0,39	0
51	Familiar	Masculino	No	Soltero	0		264	0	0	0	92	965	3	8	266,67	0,06	800
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	84	963	4	83	880	0,22	3520
40	Propia	Masculino	No	Casado	1	100	3293	0	0	0	92	959	4	21	75	0,31	300
63	Familiar	Masculino	No	Soltero	0		1369	0	0	0	85	965	7	84	1978,57	0,2	6925
58	Sin Info	Masculino	Sin Info	Casado	0		733	0	0	8	108	896	3	106	333,33	0,24	0
41	Sin Info	Femenino	Sin Info	Casado	0			0	0	6	87	956	6	39	537,44	0,12	3224,64
37	Sin Info	Masculino	Sin Info	Casado	0		428	0	0	6	120	974	3	79	266,67	0,09	0
35	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	10	119	941	6	102	1318,5	0,23	3955,5
28	Sin Info	Masculino	Sin Info	Soltero	0		350	0	0	5	60	973	5	26	280	0,05	700
26	Sin Info	Femenino	Sin Info	Casado	0		817	0	0	0	32	943	6	31	240,83	0,08	722,5
63	Sin Info	Femenino	Sin Info	Casado	0			0	0	9	52	953	5	51	262	0,08	1310
53	Sin Info	Femenino	No	Casado	1	300	858	0	0	1	99	951	5	28	280	0,16	1400
43	Sin Info	Masculino	No	Soltero	0		789	0	0	3	97	962	5	82	440	0,01	2200
59	Sin Info	Masculino	Sin Info	Casado	0		2337	0	0	9	253	974	5	76	3684	0,82	6140
33	Sin Info	Masculino	Sin Info	Casado	0		883	0	0	0	33	938	7	32	355,71	0,28	1245
64	Sin Info	Masculino	Sin Info	Casado	0		292	0	0	0	93	836	3	83	266,67	0	0
64	Sin Info	Femenino	Sin Info	Casado	0		526	0	0	5	122	963	6	121	854,17	0,1	2562,5
32	Alquilada	Masculino	No	Soltero	0	390	1700	0	0	0	103	913	5	84	2212	0,78	5530
52	Sin Info	Masculino	Sin Info	Casado	0		1438	0	0	9	160	964	5	92	2203,6	0,62	3672,67
44	Familiar	Masculino	No	Casado	0		447	0	0	0	118	972	4	92	400	0	0
52	Sin Info	Femenino	Sin Info	Casado	0			0	0	9	10	833	1	0	400	0	0
45	Sin Info	Masculino	Sin Info	Casado	0			0	0	9	89	974	3	14	333,33	0,16	1000
39	Sin Info	Femenino	Sin Info	Casado	0		850	0	0	3	134	954	4	26	100	0	0
26	Propia	Masculino	No	Soltero	0		150	0	0	0	61	925	1	0	0	0,16	0
41	Familiar	Masculino	No	Soltero	0		293	0	0	5	105	924	3	7	0	0,56	0
35	Sin Info	Femenino	Sin Info	Casado	0		295	0	0	0	76	974	3	27	100	0,01	300
28	Sin Info	Masculino	Sin Info	Casado	0		538	0	0	11	66	952	6	65	583,33	0,18	3500
28	Familiar	Masculino	No	Soltero	0		845	0	0	0	56	879	6	27	166,67	0,15	1000
26	Familiar	Masculino	No	Soltero	0		293	0	0	8	57	903	6	32	100	0,07	600
52	Familiar	Masculino	No	Soltero	0		350	0	0	7	98	973	2	97	400	0,24	0
49	Familiar	Masculino	No	Casado	0		3030	0	0	8	198	974	3	124	2680	0,33	8040
31	Alquilada	Masculino	No	Soltero	0		295	0	0	6	90	952	3	51	100	0,26	300
55	Sin Info	Femenino	Sin Info	Casado	0		817	0	0	11	101	950	3	3	400	0,32	0
48	Sin Info	Femenino	Sin Info	Casado	0		347	0	0	5	34	927	3	24	135	0	0
56	Sin Info	Femenino	Sin Info	Divorciado	0		817	0	0	12	99	898	3	26	133,33	0,23	0
32	Familiar	Masculino	No	Soltero	0			0	0	0	89	962	3	34	2471,1	0,17	7413,29
56	Sin Info	Masculino	Sin Info	Divorciado	0		536	0	0	0	69	951	3	62	833,33	0,2	2500
52	Sin Info	Masculino	No	Soltero	0		500	0	0	9	157	974	4	156	2772,13	0,22	11088,5
49	Sin Info	Femenino	Sin Info	Soltero	0		537	0	0	0	101	965	4	49	250	0,27	1000
33	Sin Info	Femenino	No	Casado	1		1751	0	0	0	60	902	5	59	652	0,36	3260
34	Sin Info	Femenino	Sin Info	Casado	1		620	0	0	0	108	955	5	35	1432	0,64	3580
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	5	60	953	4	59	387,5	0,12	775
31	Familiar	Femenino	No	Soltero	0		485	0	0	3	90	962	5	81	904	0,14	2260
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	99	969	6	69	658,33	0,21	1316,67
48	Sin Info	Masculino	Sin Info	Casado	0		440	0	0	0	60	953	3	35	133,33	0,18	400
53	Sin Info	Masculino	Sin Info	Casado	0		1041	0	0	4	85	956	7	84	471,43	0,13	3300
40	Sin Info	Masculino	Sin Info	Casado	0		650	0	0	11	144	974	7	136	1158,83	0,35	2703,94
28	Sin Info	Masculino	No	Soltero	0		1100	0	0	0	101	953	4	32	0	0,39	0
26	Familiar	Masculino	No	Soltero	0		423	0	0	0	52	735	7	42	400,86	0,09	1403
32	Familiar	Masculino	Si	Union libre	0		2512	0	0	4	89	959	4	68	200	0,17	800
63	Otras	Masculino	No	Casado	1	3960	285	1591,22	0	11	377	946	10	267	3470	1,3	8675
55	Familiar	Masculino	No	Soltero	0		1100	0	0	4	109	965	3	108	566,67	0,08	1700
27	Sin Info	Masculino	No	Soltero	0		264	0	0	7	77	964	3	72	466,67	0,05	1400
52	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	84	964	6	39	50	0	0
49	Familiar	Masculino	No	Soltero	0		350	0	0	0	118	969	4	89	1757,5	0,14	7030
43	Familiar	Masculino	No	Casado	0		500	0	0	3	132	966	8	131	875	0,23	7000
41	Familiar	Masculino	No	Soltero	0		1030	0	0	0	112	964	8	111	1712,5	0,16	6850
41	Familiar	Femenino	No	Soltero	0		295	0	0	8	101	970	7	100	1557,14	0,06	5450
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	75	954	4	62	1120	0,14	4480
33	Sin Info	Masculino	Sin Info	Union libre	0		820	0	0	9	80	956	7	52	585,71	0,11	2050
29	Sin Info	Masculino	Sin Info	Casado	0		1445	0	0	8	49	941	7	29	443,12	0,21	1550,91
55	Sin Info	Femenino	Sin Info	Casado	0			0	0	8	87	943	3	14	166,67	0	0
38	Familiar	Masculino	No	Soltero	0		1511	0	0	7	65	952	5	40	2280	0,55	5700
41	Familiar	Femenino	Si	Union libre	0		350	0	0	0	95	688	5	94	922	0,2	2305
49	Sin Info	Femenino	No	Casado	1		311	0	0	0	85	955	7	79	192,86	0,03	1350
31	Sin Info	Femenino	Sin Info	Casado	0		358	0	0	5	65	944	6	64	385,5	0,16	771
65	Familiar	Masculino	No	Casado	0			0	0	0	89	959	8	88	565	0,08	2260
61	Sin Info	Masculino	Sin Info	Casado	0		705	0	0	4	35	939	3	27	200	0,19	0
50	Familiar	Masculino	Si	Union libre	0		503	0	0	0	57	856	8	35	112,5	0	0
34	Familiar	Masculino	No	Soltero	0		606	0	0	10	102	906	6	101	303,33	0,09	1820
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	9	76	910	6	72	783,33	0,25	2350
58	Sin Info	Femenino	No	Soltero	0	720	718	700	0	7	76	952	5	38	520	0,13	2600
32	Familiar	Femenino	No	Soltero	0		497	0	0	0	65	948	2	64	400	0,27	0
41	Sin Info	Masculino	Sin Info	Casado	0		1522	0	0	0	111	960	5	84	3260	0,31	16300
36	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	5	88	906	6	87	316,67	0,05	950
55	Sin Info	Femenino	Sin Info	Soltero	0		396	0	0	10	88	941	4	85	455	0,18	910
49	Propia	Femenino	No	Casado	1	100	1964	0	0	7	90	956	2	34	250	0,3	0
48	Sin Info	Femenino	Sin Info	Casado	0		661	0	0	5	64	895	6	63	650	0,12	1950
28	Sin Info	Femenino	Sin Info	Soltero	0		800	0	0	1	119	963	4	63	701,25	0,18	2805
29	Familiar	Masculino	No	Soltero	0		403	0	0	7	28	936	3	27	200	0,13	600
27	Familiar	Masculino	No	Soltero	0		315	0	0	0	55	947	4	35	360	0,21	1440
46	Sin Info	Femenino	Sin Info	Casado	0		295	0	0	10	85	922	3	84	1158,33	0,08	3475
37	Familiar	Masculino	No	Soltero	0		511	0	0	10	101	970	4	100	480	0,1	1920
59	Sin Info	Masculino	Sin Info	Divorciado	0			0	0	0	106	967	3	101	333,33	0,01	1000
50	Sin Info	Femenino	Sin Info	Soltero	0		343	0	0	0	323	974	5	134	2300	0,23	11500
50	Familiar	Masculino	Si	Casado	0		386	0	0	0	118	974	5	117	120	0,08	600
38	Familiar	Masculino	No	Soltero	0		3601	0	0	0	118	974	6	76	3603,33	0,64	10810
34	Familiar	Masculino	No	Soltero	0			0	0	4	87	967	5	86	300	0	1500
42	Sin Info	Masculino	No	Soltero	0		264	0	0	2	97	956	5	21	620	0,19	0
38	Propia	Masculino	No	Soltero	0	280	340	0	0	7	73	944	9	70	759,7	0,09	6837,33
53	Sin Info	Masculino	Sin Info	Casado	0		422	0	0	11	73	947	4	65	506	0,25	2024
43	Sin Info	Femenino	Sin Info	Casado	0		476	0	0	4	74	948	7	28	215	0,12	752,5
44	Familiar	Masculino	No	Soltero	0		832	0	0	4	94	957	6	93	334,17	0,1	2005
43	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	12	33	936	3	16	554,33	0,39	0
36	Sin Info	Masculino	Sin Info	Soltero	0		401	0	0	2	117	936	6	46	258,33	0,13	775
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	6	65	948	5	64	652	0,13	1630
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	11	94	971	5	89	1162,67	0,34	2906,68
23	Sin Info	Femenino	Sin Info	Soltero	0		612	0	0	1	45	939	5	44	445,8	0,16	1114,5
41	Familiar	Masculino	No	Soltero	0		3000	0	0	0	171	931	8	90	6545	0,94	17453,33
40	Familiar	Femenino	No	Soltero	0		677	0	0	0	171	957	5	38	2286	0,14	11430
30	Sin Info	Femenino	No	Soltero	0		563	0	0	7	98	935	3	84	2012,24	0,44	6036,72
33	Sin Info	Masculino	No	Soltero	0		413	0	0	0	92	953	5	48	180	0,12	0
33	Sin Info	Femenino	Sin Info	Casado	0		542	0	0	4	30	942	3	28	166,67	0,18	0
30	Sin Info	Masculino	Sin Info	Soltero	0		817	0	0	0	42	945	2	41	1122,02	0,13	2244,04
54	Familiar	Femenino	No	Casado	0		300	0	0	0	98	968	7	97	660	0,13	2310
28	Familiar	Masculino	No	Soltero	0		817	0	0	0	81	972	7	80	2144,29	0,66	7505
41	Sin Info	Femenino	Sin Info	Casado	0		979	0	0	8	84	965	4	34	425	0,05	1700
49	Familiar	Masculino	No	Casado	0		292	0	0	0	101	965	3	9	266,67	0,14	800
42	Sin Info	Femenino	Sin Info	Casado	0		295	0	0	10	99	956	5	60	680	0,41	1700
47	Familiar	Masculino	No	Soltero	0		795	0	0	0	87	962	4	21	325	0,14	0
44	Familiar	Femenino	No	Soltero	0		675	0	0	0	87	922	3	12	366,67	0,05	0
40	Sin Info	Femenino	Sin Info	Casado	1			0	0	12	91	957	3	13	452,63	0,22	1357,9
29	Sin Info	Masculino	No	Soltero	0		630	0	0	3	60	893	4	57	500	0,21	1000
32	Familiar	Masculino	No	Soltero	0		369	0	0	0	89	964	4	31	350	0,15	1400
31	Familiar	Femenino	No	Casado	1		264	0	0	0	81	957	5	80	6872	0,86	17180
38	Familiar	Masculino	No	Soltero	0		350	0	0	0	46	945	5	19	1174	0,61	5870
43	Sin Info	Masculino	Sin Info	Casado	0		539	0	0	0	63	950	2	62	300	0,13	600
52	Sin Info	Femenino	Sin Info	Casado	0			0	0	8	51	949	5	50	180	0,1	900
42	Familiar	Femenino	No	Soltero	0		473	0	0	0	193	972	5	48	200	0,19	1000
27	Sin Info	Femenino	Sin Info	Casado	0		662	0	0	0	67	947	8	66	475	0,42	1266,67
28	Familiar	Masculino	No	Casado	0		1118	0	0	0	37	938	7	21	942,86	0,35	2200
55	Familiar	Masculino	No	Soltero	0		901	0	0	0	91	916	4	76	725	0,02	0
51	Familiar	Masculino	No	Soltero	0		500	0	0	1	133	924	5	99	11200	0,02	28000
64	Familiar	Femenino	No	Viudo	0			0	0	11	88	855	2	64	0	0,27	0
43	Familiar	Masculino	No	Soltero	0		400	0	0	0	141	972	7	140	1828,57	0,06	6400
53	Sin Info	Femenino	Sin Info	Casado	0			0	0	9	70	713	7	67	455,71	0,17	1595
32	Sin Info	Masculino	Sin Info	Casado	0		350	0	0	0	31	937	6	30	206,67	0,11	620
44	Familiar	Masculino	No	Casado	0		496	0	0	0	48	953	5	33	1420	0,57	7100
26	Sin Info	Femenino	Sin Info	Soltero	0		427	0	0	5	63	895	7	62	342,86	0,15	800
32	Sin Info	Masculino	Sin Info	Divorciado	0		675	0	0	0	46	962	7	31	280	0,1	653,33
31	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	8	64	954	1	0	400	0,26	0
54	Sin Info	Femenino	No	Soltero	0		450	0	0	1	296	842	5	290	1154	0,39	2885
51	Sin Info	Femenino	Sin Info	Soltero	0		293	0	0	6	44	938	5	21	400	0,13	2000
38	Sin Info	Masculino	Sin Info	Casado	0		849	0	0	0	114	970	8	88	1302,5	0,24	3473,33
47	Familiar	Femenino	No	Casado	0		600	0	0	3	132	936	8	102	2650	0,29	7066,67
46	Sin Info	Masculino	Sin Info	Divorciado	0		585	0	0	9	90	963	5	72	480	0,12	2400
43	Familiar	Femenino	No	Casado	0		146	0	0	0	75	962	3	62	1162,29	0,07	3486,87
41	Sin Info	Masculino	No	Casado	1			0	0	9	114	965	7	113	1760,94	0,43	4108,87
28	Sin Info	Masculino	Sin Info	Soltero	0			0	0	11	28	934	3	11	235	0	0
38	Sin Info	Femenino	Sin Info	Soltero	0		555	0	0	0	82	962	6	79	670,17	0,15	1340,33
35	Sin Info	Masculino	Sin Info	Casado	0		392	0	0	0	47	944	3	46	800	0,12	2400
32	Familiar	Masculino	No	Soltero	0		264	0	0	0	45	946	3	44	75	0,17	0
32	Sin Info	Masculino	Sin Info	Casado	0		471	0	0	0	108	955	4	107	275	0,23	1100
33	Sin Info	Masculino	Sin Info	Soltero	0		311	0	0	5	32	901	3	13	133,33	0,01	0
45	Sin Info	Masculino	Sin Info	Casado	0		986	0	0	0	91	956	6	35	0	0,24	0
28	Sin Info	Masculino	Sin Info	Divorciado	0		599	0	0	0	41	870	6	23	150	0,28	450
50	Sin Info	Femenino	No	Casado	1		935	0	0	0	98	950	6	16	316,67	0,29	1900
29	Familiar	Masculino	No	Soltero	0		264	0	0	0	49	637	7	22	171,43	0,17	1200
49	Familiar	Masculino	No	Soltero	0		775	0	0	0	77	962	5	47	476	0,11	2380
38	Familiar	Femenino	No	Casado	0		2085	0	0	0	108	956	6	48	2033,33	0,46	6100
44	Familiar	Masculino	No	Soltero	0		292	0	0	2	92	897	5	19	380	0,03	950
36	Sin Info	Masculino	Sin Info	Casado	0		331	0	0	11	129	970	5	51	468,8	0,13	1172
27	Sin Info	Masculino	Sin Info	Casado	0		1547	0	0	0	28	938	3	27	400	0,24	1200
32	Sin Info	Masculino	Sin Info	Casado	0		853	0	0	0	87	953	5	34	480	0,22	1200
35	Familiar	Femenino	No	Soltero	0		293	0	0	3	59	898	8	27	518,75	0,21	1383,33
29	Familiar	Masculino	No	Soltero	0		433	0	0	9	99	924	6	98	891,67	0,22	2675
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	12	65	905	6	64	962,59	0,22	1925,19
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	95	902	3	54	258,33	0,16	775
49	Familiar	Masculino	No	Soltero	0		509	0	0	5	126	922	8	125	689,28	0,18	1838,08
54	Familiar	Femenino	No	Divorciado	0	250	1200	0	0	2	99	962	5	33	341,2	0,24	853
45	Sin Info	Masculino	Sin Info	Casado	0		500	0	0	1	102	968	2	46	150	0,16	300
42	Familiar	Femenino	No	Casado	0		311	0	0	2	93	965	4	14	200	0,15	800
38	Sin Info	Masculino	Sin Info	Casado	0		330	0	0	6	110	943	5	12	360	0,03	900
59	Familiar	Femenino	No	Casado	1	1000	264	1116,63	0	13	179	946	15	117	759,94	0,17	3799,7
37	Familiar	Femenino	No	Casado	0		368	0	0	0	97	966	6	96	582,5	0,06	3495
58	Sin Info	Masculino	No	Casado	1	150	1300	0	0	5	57	889	7	44	428,57	0,37	3000
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	5	83	973	2	42	1315	0,21	2630
48	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	4	96	913	1	0	500	0,27	0
48	Sin Info	Masculino	Sin Info	Casado	0		500	0	0	2	125	932	3	124	3786,67	0,17	11360
33	Sin Info	Femenino	Sin Info	Casado	0		940	0	0	0	119	974	3	50	1970,33	0,2	2955,5
37	Sin Info	Femenino	Sin Info	Soltero	0		292	0	0	0	102	963	3	7	133,33	0,26	400
31	Sin Info	Femenino	Sin Info	Soltero	0		350	0	0	10	7	928	2	96	200	0,21	0
33	Sin Info	Femenino	Sin Info	Casado	0		1300	0	0	2	112	968	3	111	1133,33	0,34	3400
33	Sin Info	Femenino	Sin Info	Soltero	0		512	0	0	0	151	974	6	71	745	0,45	1490
31	Sin Info	Masculino	Sin Info	Casado	0		406	0	0	8	115	966	2	114	200	0,16	0
48	Sin Info	Femenino	No	Soltero	0		640	0	0	3	94	959	5	63	280	0,14	0
57	Familiar	Masculino	No	Soltero	0		901	0	0	1	52	957	1	0	0	0,32	0
53	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	109	963	5	74	1252	0,22	3130
40	Familiar	Masculino	No	Soltero	0		1450	0	0	0	53	717	7	52	2402,86	0,36	5606,67
30	Familiar	Masculino	No	Soltero	0			0	0	0	48	897	1	0	0	0,01	0
26	Sin Info	Masculino	Sin Info	Casado	0		390	0	0	0	54	946	3	17	133,33	0,07	400
66	Familiar	Masculino	No	Soltero	0		844	0	0	0	221	954	3	28	3746,67	0,43	11240
31	Sin Info	Femenino	Sin Info	Soltero	0		572	0	0	4	62	974	3	27	800	0,19	2400
43	Familiar	Masculino	No	Soltero	0		331	0	0	1	44	964	6	19	120	0,16	720
47	Familiar	Femenino	No	Casado	0		292	0	0	0	23	887	1	0	0	0,15	0
31	Familiar	Masculino	No	Soltero	0		625	0	0	3	362	929	7	166	13410	0,8	46935
54	Sin Info	Masculino	Sin Info	Soltero	0			0	0	1	126	954	8	125	814,36	0,01	6514,86
34	Sin Info	Masculino	Sin Info	Soltero	0		543	0	0	11	113	972	6	112	493,5	0,23	1480,5
30	Familiar	Masculino	No	Soltero	0		493	0	0	3	30	860	3	29	200	0,19	600
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	77	955	5	76	3202	0,42	4002,5
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	10	64	974	5	35	320	0,04	1600
42	Sin Info	Femenino	Sin Info	Casado	0		585	0	0	0	100	963	3	9	273,33	0,07	0
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	68	956	4	26	250	0,32	1000
32	Familiar	Masculino	No	Soltero	0		406	0	0	0	92	966	6	91	605	0,19	3630
35	Sin Info	Femenino	Sin Info	Soltero	0			0	0	9	76	901	5	72	720,4	0,2	3602
35	Sin Info	Femenino	Sin Info	Casado	0		428	0	0	0	97	953	3	5	166,67	0,01	500
31	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	94	968	3	91	1006,67	0,27	3020
29	Familiar	Masculino	No	Soltero	0		404	0	0	0	78	948	4	35	325	0,02	1300
46	Sin Info	Femenino	No	Soltero	0		3500	0	0	4	151	964	5	66	1592	0,33	3980
49	Sin Info	Femenino	No	Soltero	0		2214	0	0	3	183	969	4	76	1458,69	0,56	2917,39
53	Familiar	Masculino	No	Soltero	0		597	0	0	0	93	925	6	92	2461,67	0,13	7385
36	Familiar	Masculino	No	Casado	0			0	0	0	106	904	4	23	250	0,18	1000
63	Sin Info	Femenino	Sin Info	Viudo	0			0	0	0	202	974	5	200	700	0,01	3500
55	Familiar	Femenino	No	Casado	0		292	0	0	0	64	923	3	50	0	0,19	0
47	Sin Info	Femenino	Sin Info	Casado	0			0	0	6	245	974	5	93	820	0,08	4100
47	Familiar	Femenino	No	Soltero	0		601	0	0	7	94	125	6	93	181,67	0,21	545
25	Sin Info	Masculino	Sin Info	Soltero	0		1086	0	0	5	51	938	1	0	400	0,37	0
59	Familiar	Masculino	No	Soltero	0			0	0	0	82	954	6	71	1200	0,1	7200
49	Sin Info	Femenino	Sin Info	Casado	0		456	0	0	0	90	965	3	75	125	0,23	375
38	Sin Info	Femenino	Sin Info	Casado	0		320	0	0	11	75	960	7	25	298,43	0,08	1044,5
33	Familiar	Masculino	No	Soltero	0		1100	0	0	0	130	968	5	41	1644	0,39	8220
29	Sin Info	Masculino	Sin Info	Casado	0			0	0	12	101	927	2	100	382	0	0
33	Familiar	Femenino	No	Casado	0		1874	0	0	3	53	742	9	39	1995,67	0,42	5987
54	Familiar	Masculino	No	Soltero	0		947	0	0	8	71	950	4	35	2250	0,17	0
34	Sin Info	Masculino	Sin Info	Casado	0		762	0	0	7	82	947	7	34	475,71	0,17	1110
48	Sin Info	Femenino	Sin Info	Casado	0		596	0	0	7	40	933	3	14	133,33	0,05	0
35	Sin Info	Masculino	Sin Info	Soltero	0		940	0	0	3	85	958	5	49	418	0,17	2090
53	Sin Info	Femenino	Sin Info	Union libre	0			0	0	4	133	960	6	54	199,17	0,01	1195
49	Sin Info	Femenino	Sin Info	Casado	0			0	0	9	215	970	8	125	846,25	0,18	6770
44	Familiar	Masculino	Si	Union libre	0		107	0	0	8	95	911	7	94	392	0,12	1372
52	Familiar	Femenino	No	Soltero	0		1400	0	0	8	120	968	7	44	2195,71	0,46	7685
38	Sin Info	Femenino	Sin Info	Casado	0		455	0	0	0	118	969	5	117	696	0,02	3480
42	Familiar	Masculino	No	Soltero	0		264	0	0	0	89	884	5	44	240	0,09	1200
52	Familiar	Masculino	No	Soltero	0			0	0	4	212	920	5	28	3750	0,64	9375
53	Familiar	Masculino	No	Soltero	0		400	0	0	2	212	974	3	60	14716,67	0,47	44150
43	Familiar	Masculino	No	Soltero	0		332	0	0	1	86	956	4	28	275	0,03	1100
37	Sin Info	Masculino	No	Soltero	0		264	0	0	0	102	961	3	12	133,33	0,02	400
36	Familiar	Masculino	No	Casado	0		1400	0	0	0	77	952	4	59	1112,5	0,39	4450
31	Sin Info	Masculino	Sin Info	Casado	0		443	0	0	12	78	769	5	70	529,73	0,21	1324,33
47	Familiar	Masculino	No	Soltero	0		300	0	0	0	80	952	5	29	380	0,01	950
52	Sin Info	Femenino	No	Soltero	0		264	0	0	8	91	917	2	86	200	0,14	0
50	Sin Info	Femenino	Sin Info	Casado	0		798	0	0	0	109	972	4	108	564,38	0,12	2257,5
42	Sin Info	Masculino	Sin Info	Casado	0		640	0	0	0	91	533	3	29	333,33	0,22	1000
41	Sin Info	Femenino	Sin Info	Divorciado	0			0	0	11	78	953	6	77	1780	0,32	5340
55	Sin Info	Femenino	Sin Info	Soltero	0		1212	0	0	0	59	963	5	46	360	0,22	900
52	Familiar	Masculino	No	Soltero	0		295	0	0	1	57	974	6	33	233,33	0,01	1400
43	Otras	Femenino	No	Soltero	0	960	2400	3490,86	0	12	139	974	6	138	2643,33	0,35	5286,67
43	Sin Info	Femenino	Sin Info	Casado	0		370	0	0	0	69	954	6	68	1233,33	0,19	3700
36	Sin Info	Femenino	Sin Info	Casado	0		292	0	0	0	121	952	5	24	180	0,05	900
112	Sin Info	Sin Info	Sin Info	Sin Info	0			0	0	0	86	959	4	49	375	0,08	1500
38	Sin Info	Masculino	Sin Info	Casado	0		536	0	0	7	139	974	5	14	210	0,16	1050
31	Sin Info	Masculino	Sin Info	Casado	0		448	0	0	0	94	965	6	58	930,5	0,19	1861
32	Sin Info	Masculino	Sin Info	Casado	0		380	0	0	9	90	584	6	89	408,33	0,22	1225
27	Familiar	Masculino	No	Soltero	0		1271	0	0	0	76	905	6	54	955	0,22	1910
45	Sin Info	Masculino	No	Soltero	0		403	0	0	2	82	958	5	45	180	0,11	900
43	Sin Info	Masculino	Sin Info	Divorciado	0		795	0	0	1	110	967	4	46	500	0,1	2000
41	Sin Info	Femenino	No	Soltero	0		400	0	0	0	134	970	4	133	1662,5	0,34	3325
56	Familiar	Femenino	No	Soltero	0			0	0	6	98	974	4	65	150	0,11	600
51	Sin Info	Masculino	No	Soltero	0		960	0	0	0	163	941	3	84	933,33	0,19	2800
42	Sin Info	Femenino	Sin Info	Divorciado	0		817	0	0	0	87	961	3	25	166,67	0,14	500
35	Familiar	Masculino	No	Casado	1	3000	7000	0	0	5	88	732	5	54	2840	0,66	14200
31	Familiar	Masculino	No	Casado	0		443	0	0	6	68	944	6	30	333,33	0,28	1000
32	Familiar	Masculino	No	Soltero	0		615	0	0	1	90	961	4	44	318,75	0,19	1274,99
30	Familiar	Masculino	No	Soltero	0		298	0	0	0	87	966	2	66	150	0	0
31	Familiar	Masculino	No	Soltero	0		675	0	0	0	50	863	5	10	60	0,1	0
29	Familiar	Masculino	No	Soltero	0		439	0	0	0	73	957	6	72	737,5	0,12	4425
36	Familiar	Femenino	No	Casado	0			0	0	0	102	961	4	101	275	0,07	1100
63	Familiar	Masculino	No	Soltero	0			500	0	13	271	904	7	270	2877,11	0,42	6713,25
65	Familiar	Masculino	Si	Casado	0			0	0	2	107	974	3	106	266,67	0,09	0
56	Sin Info	Femenino	No	Soltero	0			0	0	7	48	943	7	40	245,71	0,12	573,33
41	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	9	93	971	4	66	275	0,05	1100
39	Familiar	Femenino	No	Divorciado	0		533	0	0	0	82	902	5	22	0	0,22	0
59	Familiar	Masculino	No	Divorciado	0	2500	4000	0	0	4	384	969	9	121	11126,11	0,63	33378,33
51	Sin Info	Femenino	No	Casado	1		400	0	0	0	89	956	4	88	612,5	0,29	1225
50	Sin Info	Masculino	Sin Info	Soltero	0		292	0	0	7	73	880	5	72	996	0,13	2490
32	Familiar	Masculino	No	Soltero	0		295	0	0	0	77	954	5	74	6798	1,02	33990
36	Familiar	Masculino	No	Soltero	0		437	0	0	3	68	949	3	26	333,33	0,11	1000
30	Sin Info	Masculino	Sin Info	Casado	0		1400	0	0	2	49	943	7	28	267,86	0,03	1875
